name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner
Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner
Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner
Hyundai EON Sportz,2012,150000,55766,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2006,100000,80000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner
Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner
Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner
Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner
Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner
Tata Indica Vista Quadrajet VX,2012,130000,185000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S10,2015,150000,55000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner
Tata Indigo TDI,2013,125000,125000,Diesel,Individual,Manual,First Owner
Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV,2011,199000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Getz GLS ABS,2005,71000,22000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2008,130000,40000,Petrol,Individual,Manual,Second Owner
Tata Nano Std BSII,2009,35000,50000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista TDI LX,2011,125000,120000,Diesel,Individual,Manual,Second Owner
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2008,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi - BSIII,2006,85000,60000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG,2005,140000,80000,Petrol,Individual,Manual,Third Owner
Ambassador Classic 2000 Dsz,2002,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2013,165000,53000,Petrol,Dealer,Manual,First Owner
Maruti Zen Estilo LXI BSIII,2008,105000,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,2015,190000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2012,150000,50000,Petrol,Individual,Manual,First Owner
Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti 800 Std,1998,55000,80000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Optra Magnum 2.0 LT,2011,170000,150000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2010,155000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Indigo GLX,2008,150000,50000,Petrol,Individual,Manual,Third Owner
Hyundai Santro LP zipPlus,2002,80000,70000,Petrol,Individual,Manual,Second Owner
Maruti SX4 ZXI AT,2009,130000,120000,Petrol,Individual,Automatic,Second Owner
Tata Nano Lx BSIV,2010,75000,58850,Petrol,Dealer,Manual,First Owner
Tata Indica Vista Quadrajet LX,2012,150000,110000,Diesel,Individual,Manual,First Owner
Hyundai Santro GS,2006,100000,120000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXi BSIV,2008,150000,100000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,90000,60000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo Sports,2009,180000,41090,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI Green (CNG),2010,145000,68000,CNG,Individual,Manual,Second Owner
Maruti Swift 1.3 VXi,2008,150000,60000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XG,2004,80000,58000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2009,68000,120000,Petrol,Individual,Manual,Second Owner
Tata Manza ELAN Quadrajet BS IV,2011,180000,80000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Sportz 1.2,2008,150000,30000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Alto 800 LXI,2014,180000,56207,Petrol,Dealer,Manual,Second Owner
Maruti Zen LXI,2006,80000,70000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2010,130000,50000,Petrol,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 EX 4x2,2009,150000,120000,Diesel,Individual,Manual,Third Owner
Maruti Omni CNG,2007,45000,100000,CNG,Individual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LS,2012,134000,90000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo 1.1 LXI BSIII,2008,130000,80000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Indica Vista Terra TDI BSIII,2009,145000,89255,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel,2012,160000,90000,Diesel,Individual,Manual,Second Owner
Fiat Grande Punto 1.3 Dynamic (Diesel),2010,150000,63000,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,2008,110000,90000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI Minor,2008,110000,70000,Petrol,Individual,Manual,Third Owner
Maruti Alto K10 VXI,2014,180000,100000,Petrol,Individual,Manual,Second Owner
Tata Indigo TDI,2010,150000,100000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,2004,55000,35000,Petrol,Individual,Manual,Third Owner
Maruti Alto STD,2009,72000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2012,180000,40000,Petrol,Individual,Manual,Second Owner
Mahindra Renault Logan 1.5 DLE Diesel,2007,125000,110000,Diesel,Individual,Manual,Second Owner
Ford Ikon 1.4 TDCi DuraTorq,2009,130000,100000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi Leather,2007,100000,170000,Petrol,Individual,Manual,First Owner
Tata Nano Lx BSIV,2012,45000,35000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BSII,2006,75000,80000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2009,106000,70000,Petrol,Individual,Manual,First Owner
Hyundai Accent GLS 1.6 ABS,2006,90000,75000,Petrol,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Getz GLS,2007,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti A-Star Vxi,2009,110000,110000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Alto LXi,2008,100000,130000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Alto 800 LX,2016,150000,25000,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.3 Flair,2005,50000,80000,Petrol,Individual,Manual,Third Owner
Chevrolet Aveo 1.4,2007,85000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI,2005,70000,70000,Petrol,Individual,Manual,Second Owner
Skoda Laura Ambiente,2008,190000,120000,Diesel,Individual,Manual,Third Owner
Maruti Alto 800 LXI,2012,120000,50000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2009,114999,90000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI,2005,90000,70000,Petrol,Individual,Manual,Second Owner
Maruti Alto LX,2006,150000,140300,Petrol,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2010,115999,70000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2009,180000,30375,Petrol,Dealer,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000,120000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.6 Duratec EXI Ltd,2008,120000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XK,2007,70000,55000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2008,195000,56000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2007,130000,98000,Diesel,Individual,Manual,Second Owner
Maruti Alto VXi,2002,120000,60000,Petrol,Individual,Manual,Third Owner
Tata Indigo LS,2010,160000,102000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2013,100000,80000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2008,175000,54551,Petrol,Dealer,Manual,First Owner
Tata Nano LX SE,2012,95000,20778,Petrol,Dealer,Manual,First Owner
Tata Nano Twist XE,2014,140000,44416,Petrol,Dealer,Manual,First Owner
OpelCorsa 1.4 GL,2002,35000,100000,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,2004,40000,69111,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,2007,80000,120000,Petrol,Individual,Manual,First Owner
Tata Nano CX,2014,55000,40000,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI DX 7 Seater,2001,80000,100000,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua TDI BSIII,2008,80000,90000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.4 TDI,2010,125000,81000,Diesel,Individual,Manual,Second Owner
Maruti 800 Std,1998,40000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Spark 1.0 LS,2012,130000,80000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua TDI BSIII,2011,120000,70000,Diesel,Individual,Manual,First Owner
Hyundai Santro LP zipPlus,2003,75000,57000,Petrol,Individual,Manual,First Owner
Maruti 800 AC BSIII,2005,100000,30000,Petrol,Individual,Manual,First Owner
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2012,150000,60000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011,133000,80000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2007,60000,70000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000,120000,Diesel,Individual,Manual,Third Owner
Hyundai Accent CRDi,2005,100000,120000,Diesel,Individual,Manual,Second Owner
Maruti Zen VXi - BS III,2004,79000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi - BS III,2005,125000,34000,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2008,70000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2010,170000,70000,Petrol,Individual,Manual,First Owner
Tata Nano Twist XT,2015,82000,19000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,190000,90000,Petrol,Individual,Manual,Second Owner
Maruti 800 AC,2008,90000,70000,Petrol,Individual,Manual,Third Owner
Hyundai Santro LE zipPlus,2001,68000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2007,100000,52000,Petrol,Individual,Manual,Second Owner
Tata Indigo LX Dicor,2008,70000,100000,Diesel,Individual,Manual,Third Owner
Tata Indigo LS,2012,150000,90000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1,2008,120000,90000,Petrol,Individual,Manual,First Owner
Tata Xenon XT EX 4X4,2010,150000,70000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSII,1992,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,Third Owner
Tata Indigo GLE BSIII,2008,110000,42000,Petrol,Dealer,Manual,First Owner
Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,First Owner
Tata Indigo GLS,2008,130000,120000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2007,85000,85000,Petrol,Individual,Manual,Second Owner
Honda City 1.3 EXI,1998,85000,120000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0,2010,78692,80000,Petrol,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2008,95000,120000,Petrol,Individual,Manual,Third Owner
Hyundai EON LPG Magna Plus,2012,170000,170000,LPG,Individual,Manual,Third Owner
Maruti 800 Std,1999,45000,50000,Petrol,Individual,Manual,Third Owner
Hyundai Santro LE zipPlus,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Nano Twist XE,2015,100000,23800,Petrol,Individual,Manual,Second Owner
Maruti Wagon R Duo Lxi,2010,120000,90000,LPG,Individual,Manual,Second Owner
Hyundai i10 Era,2008,125000,102000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2013,160000,80000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,190000,5000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Individual,Manual,Third Owner
Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2008,125000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX Minor,2007,100000,100000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LX BSIII,2007,100000,110000,Petrol,Individual,Manual,First Owner
Maruti Zen VXi - BS III,2004,121000,110000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LX,2003,60000,100000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIV,2010,130000,50000,Petrol,Individual,Manual,Second Owner
Maruti SX4 ZXI MT BSIV,2011,150000,160000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,2008,58000,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift LXi BSIV,2009,120000,83000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,130000,60000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,2010,110000,90000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI CNG,2011,160000,60000,CNG,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Tata Indigo CR4,2010,150000,80000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XG,2004,80000,58000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2012,193000,45000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2008,150000,50000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford Figo Diesel EXI,2010,130000,100000,Diesel,Individual,Manual,Third Owner
Maruti Zen Estilo VXI BSIII,2008,80000,120000,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,2010,70000,10000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XO,2006,80000,110000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009,140000,120000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
Maruti Alto LX,2008,140000,54000,Petrol,Dealer,Manual,First Owner
Maruti Zen LXI,1998,80000,120000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2011,175000,175000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 2.6 CRDe,2006,180000,222435,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000,Petrol,Individual,Manual,First Owner
Maruti Esteem AX,1997,79000,70000,Petrol,Individual,Automatic,First Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,101100,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,180000,66000,Diesel,Individual,Manual,First Owner
Tata Manza ELAN Quadrajet BS IV,2011,180000,80000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Sportz AT,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
Maruti Alto LXi,2009,78000,120000,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2011,160000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008,110000,100000,Petrol,Individual,Manual,Second Owner
Honda City 1.3 DX,2003,120000,165000,Petrol,Individual,Manual,Second Owner
Tata Nano Lx BSIII,2011,65000,60000,Petrol,Individual,Manual,Second Owner
Maruti 800 AC Uniq,2009,110000,30000,Petrol,Individual,Manual,Second Owner
Maruti Zen LX,1998,42000,70000,Petrol,Individual,Manual,Third Owner
Maruti Zen LX,1998,42000,70000,Petrol,Individual,Manual,Third Owner
Fiat Linea Active (Diesel),2011,190000,80000,Diesel,Individual,Manual,Third Owner
Fiat Punto 1.4 Emotion,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti 800 AC,2006,100000,54000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi,2009,160000,90000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,2007,60000,52000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2012,100000,200000,Diesel,Individual,Manual,Third Owner
Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2007,120000,81366,Petrol,Individual,Manual,First Owner
Maruti Esteem Vxi - BSIII,2006,95000,110000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi,2009,80000,180000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2008,80000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi,2007,100000,90000,Petrol,Individual,Manual,Second Owner
Maruti 800 Std,1997,50000,80000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aura 1.2 Safire,2009,120000,80000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,85000,87000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2011,90000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,185000,40000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Magna 1.1,2008,100000,60000,Petrol,Individual,Manual,Second Owner
Tata Indigo CR4,2012,135000,158000,Diesel,Individual,Manual,Third Owner
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner
Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI CNG,2010,195000,80000,CNG,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2014,180000,61000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,2009,145000,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2007,95000,85000,Petrol,Individual,Manual,Second Owner
Maruti 800 AC,2006,55000,70000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner
Maruti A-Star AT VXI,2012,150000,70000,Petrol,Individual,Automatic,First Owner
Tata Indica GLS BS IV,2007,60000,130000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2006,60000,100000,Petrol,Individual,Manual,Second Owner
Hyundai Accent Executive CNG,2012,185000,67000,CNG,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,2015,155000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI DUO BSIII,2007,70000,162000,LPG,Individual,Manual,First Owner
Maruti Alto LX,2010,120000,90000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire LXI Option,2014,150000,60000,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2008,120000,175000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi,2007,100000,70000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner
Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner
Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner
Hyundai Santro Xing GLS,2009,120000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo LXI Green (CNG),2010,110000,80000,CNG,Individual,Manual,Fourth & Above Owner
Maruti Zen LX,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Santro Xing XL eRLX Euro III,2005,114999,90000,Petrol,Dealer,Manual,Second Owner
Maruti 800 AC,1999,50000,100000,Petrol,Individual,Manual,Second Owner
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2007,160000,90000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2000,61000,90000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XS,2009,150000,100000,Petrol,Individual,Manual,Second Owner
Hyundai Getz GLX,2007,110000,90000,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2010,90000,300000,Petrol,Individual,Manual,Third Owner
Hyundai Santro LS zipPlus,2003,100000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner
Mahindra Renault Logan 1.5 DLX Diesel,2007,150000,90000,Diesel,Individual,Manual,Third Owner
Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner
Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner
Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner
Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner
Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner
Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner
Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner
Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner
Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner
Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,2008,85000,120000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner
Ambassador CLASSIC 1500 DSL AC,2005,120000,50000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC Uniq,2005,65000,70000,Petrol,Individual,Manual,Second Owner
Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner
Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner
Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner
Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2009,140000,100000,Petrol,Individual,Manual,Third Owner
Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2009,120000,250000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2008,69000,100000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner
Hyundai Verna SX,2007,155000,65000,Petrol,Dealer,Manual,First Owner
Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XO,2006,80000,110000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2012,130000,120000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2009,199000,52536,Petrol,Individual,Manual,First Owner
Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner
Maruti Zen LXI,2003,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Scorpio 2.6 CRDe,2006,125000,50000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XS,2008,150000,90000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2005,51111,140000,Petrol,Individual,Manual,Third Owner
Hyundai Accent Executive CNG,2010,140000,110000,CNG,Individual,Manual,First Owner
